feature	logFC	AveExpr	t	P.Value	adj.P.Val	B	name	name_lipid1	name_lipid3	identity	abbreviation	composition	pre_fatty_acid_length	n_doub_bonds	definition	m_z	rt	main_fat_acd_length_num	main_fat_acd_length_fct	definition2
NA_842.52684_7.26	1.6998342720851922	12.192896205864862	10.35251990416154	3.4104764200494606e-7	3.1978961455495034e-4	7.100572203565553	NA	NA	NA	NA	NA	NA	NA	NA	NA	842.52684	7.26	NA	NA	NA
NA_629.61119_10.23	-1.5571131275751193	11.661929797779138	-9.6854759322047	6.840987389198694e-7	3.1978961455495034e-4	6.404010100886679	NA	NA	NA	NA	NA	NA	NA	NA	NA	629.61119	10.23	NA	NA	NA
NA_794.50698_6.9	1.506960717199167	13.19159572824191	9.436477766417585	8.958960619989503e-7	3.1978961455495034e-4	6.1812502237486555	NA	NA	NA	NA	NA	NA	NA	NA	NA	794.50698	6.9	NA	NA	NA
NA_796.52316_7.25	1.771585305261507	13.145921167169064	9.417155896943905	9.150594271383139e-7	3.1978961455495034e-4	6.176193734845486	NA	NA	NA	NA	NA	NA	NA	NA	NA	796.52316	7.25	NA	NA	NA
NA_338.28187_7.25	1.9849297857878825	16.430946094900875	9.231508989329388	1.1233827209190292e-6	3.1978961455495034e-4	5.987111255083697	NA	NA	NA	NA	NA	NA	NA	NA	NA	338.28187	7.25	NA	NA	NA
PG 35:2; PG 17:1 18:1_760.5241_7.02	1.709001896286948	12.611699124225156	9.2429959281457	1.1091121889350982e-6	3.1978961455495034e-4	5.967903149548445	PG 35:2; PG 17:1 18:1	PG 35:2	PG 35:2	PG 35:2	PG	35:2	35	2	PG	760.5241	7.02	35	35	PG 35:2
NA_831.59687_6.93	1.2916740546304581	12.53610524630666	7.965718997024612	4.981976228952886e-6	0.0010037234118948123	4.551935848266909	NA	NA	NA	NA	NA	NA	NA	NA	NA	831.59687	6.93	NA	NA	NA
NA_817.5818_6.95	1.2021913243720495	12.308584940722469	7.949256656834326	5.0851078898853425e-6	0.0010037234118948123	4.532973784423599	NA	NA	NA	NA	NA	NA	NA	NA	NA	817.5818	6.95	NA	NA	NA
NA_729.66466_7.82	-1.1185504190232038	11.30314792604793	-7.917747929048696	5.2889406949960835e-6	0.0010037234118948123	4.4906091053567945	NA	NA	NA	NA	NA	NA	NA	NA	NA	729.66466	7.82	NA	NA	NA
NA_550.49506_23.57	-1.6927591958587294	13.101753025967387	-7.716054285739824	6.820048061373511e-6	0.0011648642088825957	4.244146819146562	NA	NA	NA	NA	NA	NA	NA	NA	NA	550.49506	23.57	NA	NA	NA
NA_872.44907_6.92	1.2011737623823118	11.554374984075276	7.339800157084271	1.1098792508737364e-5	0.001662394955674143	3.7686013330229855	NA	NA	NA	NA	NA	NA	NA	NA	NA	872.44907	6.92	NA	NA	NA
NA_538.42234_4.75	-1.4987905211903743	10.656598721046098	-7.301131950523292	1.1679589852511544e-5	0.001662394955674143	3.7208897544705097	NA	NA	NA	NA	NA	NA	NA	NA	NA	538.42234	4.75	NA	NA	NA
NA_324.26625_7.02	2.092243584678964	11.329170898679564	7.149269661145431	1.4295338029764025e-5	0.001878187488833612	3.5124785332102793	NA	NA	NA	NA	NA	NA	NA	NA	NA	324.26625	7.02	NA	NA	NA
NA_878.7362_23.43	-1.2006533812954354	13.461362947615209	-7.028052600485027	1.683222517118919e-5	0.0020535314708850813	3.35060565837124	NA	NA	NA	NA	NA	NA	NA	NA	NA	878.7362	23.43	NA	NA	NA
NA_852.71979_23.18	-1.341048869562295	11.513739738368345	-6.819880338080941	2.2380174212205e-5	0.002540082193386783	3.0781165477711756	NA	NA	NA	NA	NA	NA	NA	NA	NA	852.71979	23.18	NA	NA	NA
NA_874.46489_7.27	1.4846023691353103	12.037200234881361	6.775618909148061	2.3794680968494456e-5	0.002540082193386783	3.017311418946429	NA	NA	NA	NA	NA	NA	NA	NA	NA	874.46489	7.27	NA	NA	NA
PG 16:1 18:1_746.50798_6.81	1.3186070190007215	14.649890024418879	6.490358674374796	3.5537300309395104e-5	0.0034076846761906987	2.622313145712628	PG 16:1 18:1	PG 16:1 18:1	PG 16:1 18:1	PG 16:1 18:1	PG	16:1 18:1	16	1 18	PG	746.50798	6.81	16	16	PG 16:1 18:1
PC O-34:0_747.61244_13.08	-1.72881520575418	13.853643191859272	-6.48299348130566	3.591236778186919e-5	0.0034076846761906987	2.5852272503287637	PC O-34:0	PC 34:0	PC 34:0	PC O-34:0	PC	O-34:0	34	0	PC	747.61244	13.08	34	34	PC O-34:0
PC 29:0; PC 14:0 15:0_691.5151_7.9	-1.0501325341530277	13.240699131716761	-6.440792564503996	3.814434720052644e-5	0.0034289760536052186	2.547593528905235	PC 29:0; PC 14:0 15:0	PC 29:0	PC 29:0	PC 29:0	PC	29:0	29	0	PC	691.5151	7.9	29	29	PC 29:0
NA_840.51135_6.87	1.1769266934263043	11.678658346674926	6.326992169730302	4.49326024149575e-5	0.003837244246237371	2.375904982127545	NA	NA	NA	NA	NA	NA	NA	NA	NA	840.51135	6.87	NA	NA	NA
NA_685.6121_15.16	-1.514309880602814	9.822230751131016	-6.144365463934205	5.865497749676108e-5	0.004184235223488969	2.1351054990036022	NA	NA	NA	NA	NA	NA	NA	NA	NA	685.6121	15.16	NA	NA	NA
NA_932.77958_23.77	-1.186519549120906	11.816888988785825	-6.144975349439688	5.860235315332162e-5	0.004184235223488969	2.10146338546937	NA	NA	NA	NA	NA	NA	NA	NA	NA	932.77958	23.77	NA	NA	NA
NA_930.7661_23.52	-2.2510970415870832	11.544026705335881	-6.1178288217235	6.0994070731622185e-5	0.004184235223488969	2.057203320774814	NA	NA	NA	NA	NA	NA	NA	NA	NA	930.7661	23.52	NA	NA	NA
Cer 18:1;2O/36:3_811.77787_23.15	-1.4621787800845736	10.396033811787692	-6.088081169980432	6.373460267160625e-5	0.004184235223488969	2.041371954949293	Cer 18:1;2O/36:3	Cer 18:1 36:3	Cer 18:1 36:3	Cer 18:1	Cer	18:1	18	1	Cer	811.77787	23.15	18	18	Cer 18:1
NA_838.49568_6.52	0.9321272652705349	10.863671096122522	6.0785288150887835	6.464215052548653e-5	0.004184235223488969	2.0273655708928002	NA	NA	NA	NA	NA	NA	NA	NA	NA	838.49568	6.52	NA	NA	NA
NA_366.32811_7.13	-2.0408531166410757	11.984164064467778	-6.0912373308746846	6.343772734885782e-5	0.004184235223488969	2.0240476512668906	NA	NA	NA	NA	NA	NA	NA	NA	NA	366.32811	7.13	NA	NA	NA
NA_928.75038_23.11	-1.7085224728080943	12.472560695169989	-6.0523135952555	6.720409153801931e-5	0.004184235223488969	1.9558941309119593	NA	NA	NA	NA	NA	NA	NA	NA	NA	928.75038	23.11	NA	NA	NA
NA_770.50717_7.17	0.9582910325947392	11.8182920941461	6.0202691568494835	7.048310235589605e-5	0.004184235223488969	1.9262514768219727	NA	NA	NA	NA	NA	NA	NA	NA	NA	770.50717	7.17	NA	NA	NA
NA_793.61715_12.94	-1.1689020759040087	10.709662245751387	-6.014948509303275	7.104380648781038e-5	0.004184235223488969	1.9243935483192036	NA	NA	NA	NA	NA	NA	NA	NA	NA	793.61715	12.94	NA	NA	NA
SM 42:1;O2_814.69107_14.53	-1.2087121066556583	13.8026169939141	-5.982122739395782	7.460955317192782e-5	0.0042477705605884234	1.8855164695836777	SM 42:1;O2	SM 42:1	SM 42:1	SM 42:1	SM	42:1	42	1	SM	814.69107	14.53	42	42	SM 42:1
NA_656.22723_6.54	-1.0787280012832001	10.669390792628723	-5.9430999558095134	7.909739744089253e-5	0.004358011446098207	1.8541104696713209	NA	NA	NA	NA	NA	NA	NA	NA	NA	656.22723	6.54	NA	NA	NA
NA_947.79273_23.49	-1.6194629150591602	13.523386870455868	-5.91540691929245	8.245566482854903e-5	0.004401071110223804	1.7559840118958832	NA	NA	NA	NA	NA	NA	NA	NA	NA	947.79273	23.49	NA	NA	NA
NA_936.8119_24.05	-1.7359166000819424	11.728102808459685	-5.887648381782021	8.597417873210118e-5	0.004449815068922085	1.7143580380594674	NA	NA	NA	NA	NA	NA	NA	NA	NA	936.8119	24.05	NA	NA	NA
NA_336.26624_6.89	1.5701641585211128	14.689401025004894	5.843301137565973	9.193005052603273e-5	0.004594374214508786	1.655295218253296	NA	NA	NA	NA	NA	NA	NA	NA	NA	336.26624	6.89	NA	NA	NA
NA_768.49163_6.81	1.6531549173115065	11.564644831134506	5.827567592120081	9.414701259239316e-5	0.004594374214508786	1.6423559412397513	NA	NA	NA	NA	NA	NA	NA	NA	NA	768.49163	6.81	NA	NA	NA
NA_879.59774_6.72	1.1359056244604007	11.701314251087783	5.804824786624249	9.745242223046762e-5	0.004623576032489964	1.6094256076463251	NA	NA	NA	NA	NA	NA	NA	NA	NA	879.59774	6.72	NA	NA	NA
PC 39:7; PC 9:0 30:7_817.5618_7.75	1.0054048930678094	12.860350325735155	5.729640082237203	1.092845200025289e-4	0.0050448097341707935	1.5066141944875096	PC 39:7; PC 9:0 30:7	PC 39:7	PC 39:7	PC 39:7	PC	39:7	39	7	PC	817.5618	7.75	39	39	PC 39:7
NA_578.52335_23.89	-1.3869654112367304	13.038318527196603	-5.696406227014494	1.1499170197788975e-4	0.005168574394164098	1.4121519546295929	NA	NA	NA	NA	NA	NA	NA	NA	NA	578.52335	23.89	NA	NA	NA
NA_792.49133_6.53	1.1555119424008695	11.314551960280019	5.654874175416133	1.225714436523807e-4	0.005368000660468365	1.3709417003882347	NA	NA	NA	NA	NA	NA	NA	NA	NA	792.49133	6.53	NA	NA	NA
NA_628.54182_7.7	-0.7652467742444198	16.07387044186831	-5.6309673975457315	1.2717302032012382e-4	0.0054276009391653396	1.352663922610068	NA	NA	NA	NA	NA	NA	NA	NA	NA	628.54182	7.7	NA	NA	NA
CAR 22:4_475.36539_3.69	-1.7622594623230015	11.957729590088364	-5.611616565281286	1.3103160348285376e-4	0.0054276009391653396	1.3241415689992566	CAR 22:4	CAR 22:4	CAR 22:4	CAR 22:4	CAR	22:4	22	4	CAR	475.36539	3.69	22	22	CAR 22:4
NA_819.59691_7.24	2.1090391580978336	11.736128319390211	5.599717983013119	1.3346559686472148e-4	0.0054276009391653396	1.2774514489505187	NA	NA	NA	NA	NA	NA	NA	NA	NA	819.59691	7.24	NA	NA	NA
NA_943.76168_21.89	-1.5296763289759812	11.608342813889504	-5.556782400834172	1.42654304563762e-4	0.00566636167895129	1.1953217015577247	NA	NA	NA	NA	NA	NA	NA	NA	NA	943.76168	21.89	NA	NA	NA
NA_423.37071_5.96	-1.117354761419789	10.42427710790779	-5.469038859614128	1.6357935475988096e-4	0.006349853134769925	1.1222013689425925	NA	NA	NA	NA	NA	NA	NA	NA	NA	423.37071	5.96	NA	NA	NA
NA_578.52531_24.16	-1.5474487497647358	12.139029509636687	-5.411773217924618	1.7896951278012315e-4	0.006792887285076674	0.9807171676289386	NA	NA	NA	NA	NA	NA	NA	NA	NA	578.52531	24.16	NA	NA	NA
NA_576.51069_23.47	-0.9006589335784283	13.916554915691624	-5.3090813785745725	2.1052849610326405e-4	0.007817014594442935	0.8272513425202455	NA	NA	NA	NA	NA	NA	NA	NA	NA	576.51069	23.47	NA	NA	NA
NA_489.45402_7.28	-1.30622396640478	12.52914078509565	-5.295542402215162	2.1510879044534233e-4	0.007817144980439249	0.8063260772787144	NA	NA	NA	NA	NA	NA	NA	NA	NA	489.45402	7.28	NA	NA	NA
SM 17:1;2O/14:0_660.52013_6.96	0.7589938158192345	12.505660793544632	5.2435315695874944	2.3370652870432612e-4	0.00785957272734256	0.7769934423911264	SM 17:1;2O/14:0	SM 17:1 14:0	SM 17:1 14:0	SM 17:1	SM	17:1	17	1	SM	660.52013	6.96	17	17	SM 17:1
NA_590.5633_24.54	-0.8288225710548226	10.036038710630155	-5.257905589048314	0.00022840288267943649	0.00785957272734256	0.7736415488068387	NA	NA	NA	NA	NA	NA	NA	NA	NA	590.5633	24.54	NA	NA	NA
NA_625.42649_5.91	1.215812954584042	12.388611084775317	5.247717130340617	0.00023214888106481299	0.00785957272734256	0.7361484877668723	NA	NA	NA	NA	NA	NA	NA	NA	NA	625.42649	5.91	NA	NA	NA
NA_956.55457_7.7	-0.9210676849064289	11.98112047783269	-5.234301234812172	2.3718068819307886e-4	0.00785957272734256	0.7167385520543004	NA	NA	NA	NA	NA	NA	NA	NA	NA	956.55457	7.7	NA	NA	NA
NA_796.55673_9.26	-0.7346717709733982	12.58160103170558	-5.227574366946228	2.397468859772546e-4	0.00785957272734256	0.7046305751554218	NA	NA	NA	NA	NA	NA	NA	NA	NA	796.55673	9.26	NA	NA	NA
NA_711.63491_11.93	-0.8533357526775482	10.585032770729777	-5.214441471955985	2.4484168078846904e-4	0.00785957272734256	0.698096249217298	NA	NA	NA	NA	NA	NA	NA	NA	NA	711.63491	11.93	NA	NA	NA
NA_905.50082_6.69	0.8452937546298912	12.467538918052377	5.205218964115058	2.4848766233987016e-4	0.00785957272734256	0.6882279540738772	NA	NA	NA	NA	NA	NA	NA	NA	NA	905.50082	6.69	NA	NA	NA
NA_775.57232_7.9	-0.8165108137082164	12.334650540867733	-5.160306738226158	2.670798500263309e-4	0.008294043342635875	0.6146764353924388	NA	NA	NA	NA	NA	NA	NA	NA	NA	775.57232	7.9	NA	NA	NA
NA_818.50739_6.81	0.913744390013992	12.596240568201445	5.113540870499695	2.88006165376976e-4	0.008784188043997767	0.5021885045283199	NA	NA	NA	NA	NA	NA	NA	NA	NA	818.50739	6.81	NA	NA	NA
NA_502.40154_5.86	-0.9661377356901322	10.488409415992505	-5.081646444945598	3.0326422110239776e-4	0.008806345828769801	0.4879186306183474	NA	NA	NA	NA	NA	NA	NA	NA	NA	502.40154	5.86	NA	NA	NA
NA_551.52654_9.24	-1.8489064473402248	9.602036090756911	-5.098011529648459	2.953316562895898e-4	0.008806345828769801	0.4784637598064485	NA	NA	NA	NA	NA	NA	NA	NA	NA	551.52654	9.24	NA	NA	NA
NA_809.62633_12.7	-0.8676670924744463	11.148768338231035	-5.079744751942607	3.0420047066593577e-4	0.008806345828769801	0.4579033829399384	NA	NA	NA	NA	NA	NA	NA	NA	NA	809.62633	12.7	NA	NA	NA
PG 38:7; PG 16:1 22:6_792.4927_6.19	1.4032318102308086	14.232455697445257	5.054002005787206	3.1717816066990933e-4	0.008880988498757462	0.4281748105134744	PG 38:7; PG 16:1 22:6	PG 38:7	PG 38:7	PG 38:7	PG	38:7	38	7	PG	792.4927	6.19	38	38	PG 38:7
NA_855.59675_6.85	1.2369212029338823	10.948181909029797	5.058030706970778	3.151092851701522e-4	0.008880988498757462	0.3972672935109296	NA	NA	NA	NA	NA	NA	NA	NA	NA	855.59675	6.85	NA	NA	NA
PG 37:2; PG 18:1 19:1_788.55505_7.58	1.3096783079221292	11.517526009258011	5.002120614301012	3.451369799900073e-4	0.009507967126176329	0.3406534343955059	PG 37:2; PG 18:1 19:1	PG 37:2	PG 37:2	PG 37:2	PG	37:2	37	2	PG	788.55505	7.58	37	37	PG 37:2
NA_800.55296_7.89	-0.833195468380316	13.44884052389674	-4.961001317464037	3.6913495097324597e-4	0.009704620034254983	0.29335925209518177	NA	NA	NA	NA	NA	NA	NA	NA	NA	800.55296	7.89	NA	NA	NA
NA_694.49576_7.02	1.4233087319084357	10.691693500122348	4.969729869253697	3.638979089414049e-4	0.009704620034254983	0.2715698364643879	NA	NA	NA	NA	NA	NA	NA	NA	NA	694.49576	7.02	NA	NA	NA
NA_548.47939_23.24	-1.078948459607641	12.036184590950123	-4.959234380683875	3.702047107144879e-4	0.009704620034254983	0.23353265795240752	NA	NA	NA	NA	NA	NA	NA	NA	NA	548.47939	23.24	NA	NA	NA
PC 44:3_895.70206_16.61	2.3291568232767488	11.664326575948389	4.940285414647186	3.8188418076435577e-4	0.009704620034254983	0.2239376581083059	PC 44:3	PC 44:3	PC 44:3	PC 44:3	PC	44:3	44	3	PC	895.70206	16.61	44	44	PC 44:3
NA_888.51068_6.68	0.8706759858540737	12.84352918174957	4.915001272023062	3.980752049252042e-4	0.009704620034254983	0.22324790029821173	NA	NA	NA	NA	NA	NA	NA	NA	NA	888.51068	6.68	NA	NA	NA
NA_842.50711_6.71	1.208649125441391	13.610145620296352	4.9208786573157	3.942482295251004e-4	0.009704620034254983	0.21431834496901914	NA	NA	NA	NA	NA	NA	NA	NA	NA	842.50711	6.71	NA	NA	NA
SM 26:1;2O/2:0_618.47539_5.84	0.7227926010517561	11.424902786826479	4.917376495622222	3.9652393071857976e-4	0.009704620034254983	0.19921619353126285	SM 26:1;2O/2:0	SM 26:1 2:0	SM 26:1 2:0	SM 26:1	SM	26:1	26	1	SM	618.47539	5.84	26	26	SM 26:1
NA_793.59783_10.09	-1.3724329973477503	14.650174771521499	-4.905237634997707	4.0451922890700733e-4	0.009704620034254983	0.1610871505139766	NA	NA	NA	NA	NA	NA	NA	NA	NA	793.59783	10.09	NA	NA	NA
NA_362.28171_6.96	1.0349380596752489	13.628613311940343	4.8847550339127315	4.183967108434551e-4	0.00974476678355146	0.14927002186219696	NA	NA	NA	NA	NA	NA	NA	NA	NA	362.28171	6.96	NA	NA	NA
NA_954.7656_23.41	-1.2796113757750074	11.11744735609078	-4.9018679869474	4.067685798959488e-4	0.009704620034254983	0.1378004534147168	NA	NA	NA	NA	NA	NA	NA	NA	NA	954.7656	23.41	NA	NA	NA
PC O-46:7_901.69158_14.12	-2.027249073642829	10.676573703289247	-4.898404833141681	4.0909405296625224e-4	0.009704620034254983	0.13204896841186642	PC O-46:7	PC 46:7	PC 46:7	PC O-46:7	PC	O-46:7	46	7	PC	901.69158	14.12	46	46	PC O-46:7
NA_443.36055_3.56	-1.958290992485433	12.31032462924461	-4.878958537360425	4.2241416409609264e-4	0.00974476678355146	0.1141292056054013	NA	NA	NA	NA	NA	NA	NA	NA	NA	443.36055	3.56	NA	NA	NA
PC 42:4_865.65526_12.06	-0.8468163473091533	12.881833871873795	-4.87113271892597	4.279025226969318e-4	0.00974476678355146	0.1091219891249704	PC 42:4	PC 42:4	PC 42:4	PC 42:4	PC	42:4	42	4	PC	865.65526	12.06	42	42	PC 42:4
PC 42:5_863.64001_10.54	-0.63343877611876	12.463891259392934	-4.8301455278330465	4.578969613017507e-4	0.009957722717340113	0.09548817173295099	PC 42:5	PC 42:5	PC 42:5	PC 42:5	PC	42:5	42	5	PC	863.64001	10.54	42	42	PC 42:5
NA_648.51119_6.81	0.9194682236012034	13.434271075164785	4.841080801755382	4.4968456215768667e-4	0.009957722717340113	0.08918841782414688	NA	NA	NA	NA	NA	NA	NA	NA	NA	648.51119	6.81	NA	NA	NA
NA_805.53588_6.81	1.1757508673792678	15.363124908786347	4.836726355288135	4.5293606499879565e-4	0.009957722717340113	0.08108808900463327	NA	NA	NA	NA	NA	NA	NA	NA	NA	805.53588	6.81	NA	NA	NA
NA_604.54127_23.9	-0.9348406609990976	13.232400154809167	-4.826625590006991	4.60573825919127e-4	0.009957722717340113	0.027843627293886897	NA	NA	NA	NA	NA	NA	NA	NA	NA	604.54127	23.9	NA	NA	NA
NA_773.75423_8.22	1.0250633004447156	11.246278983135303	4.814313747794436	4.700668013111809e-4	0.010035926207993713	0.014927001704058362	NA	NA	NA	NA	NA	NA	NA	NA	NA	773.75423	8.22	NA	NA	NA
NA_971.79254_23.31	-1.0745938869847393	12.966423523619275	-4.801881101165426	4.7986161449893746e-4	0.010041673805114755	-0.022557960937203525	NA	NA	NA	NA	NA	NA	NA	NA	NA	971.79254	23.31	NA	NA	NA
NA_865.58259_6.7	0.8939959521761763	11.714946608423453	4.790312881320182	4.891679260189198e-4	0.010066250814943556	-0.028965065580544902	NA	NA	NA	NA	NA	NA	NA	NA	NA	865.58259	6.7	NA	NA	NA
NA_958.79549_24.11	-1.5543028546142013	10.350366685897466	-4.799084283143731	4.820944098474297e-4	0.010041673805114755	-0.033593272328276136	NA	NA	NA	NA	NA	NA	NA	NA	NA	958.79549	24.11	NA	NA	NA
NA_628.54036_23.97	-0.8647591406401499	11.762444581604115	-4.755134968747814	5.186494735964615e-4	0.010545872629794716	-0.09649564188302229	NA	NA	NA	NA	NA	NA	NA	NA	NA	628.54036	23.97	NA	NA	NA
Cer 18:2;2O/20:0_591.55784_9.98	-1.2411836820722242	11.371397324708456	-4.737172318666681	5.34416891203738e-4	0.010548189041742581	-0.10388453990992819	Cer 18:2;2O/20:0	Cer 18:2 20:0	Cer 18:2 20:0	Cer 18:2	Cer	18:2	18	2	Cer	591.55784	9.98	18	18	Cer 18:2
PC O-38:1_801.66071_15.9	-1.4613751042461935	11.730582767203988	-4.7444781494608455	5.279440935528038e-4	0.010548189041742581	-0.11359658547268481	PC O-38:1	PC 38:1	PC 38:1	PC O-38:1	PC	O-38:1	38	1	PC	801.66071	15.9	38	38	PC O-38:1
NA_796.52311_6.85	0.8492958806911263	15.210189280543435	4.724203309248492	5.461129834986304e-4	0.010548189041742581	-0.1190164264496465	NA	NA	NA	NA	NA	NA	NA	NA	NA	796.52311	6.85	NA	NA	NA
NA_774.75809_7.29	1.818262519866996	11.317159491680497	4.733074715517318	5.380836568298965e-4	0.010548189041742581	-0.13947108460284063	NA	NA	NA	NA	NA	NA	NA	NA	NA	774.75809	7.29	NA	NA	NA
TG 54:5_880.75121_23.59	-1.3647242028829671	14.32161594701534	-4.720347181872079	5.496421690369378e-4	0.010548189041742581	-0.14431902121748763	TG 54:5	TG 54:5	TG 54:5	TG 54:5	TG	54:5	54	5	TG	880.75121	23.59	54	54	TG 54:5
PS 40:7; PS 20:3 20:4_833.52074_7.21	0.9758765682335196	13.196427287059493	4.670159131030701	5.978196012548613e-4	0.011058827920668975	-0.17568535341529845	PS 40:7; PS 20:3 20:4	PS 40:7	PS 40:7	PS 40:7	PS	40:7	40	7	PS	833.52074	7.21	40	40	PS 40:7
NA_576.51041_23.66	-1.0185028261869917	14.643714264411242	-4.699727391253504	5.68923845393789e-4	0.010796910310362128	-0.1784543213550851	NA	NA	NA	NA	NA	NA	NA	NA	NA	576.51041	23.66	NA	NA	NA
PG 35:3; PG 17:1 18:2_758.50869_6.66	1.1217224775665444	10.809765557448301	4.66745731850736	6.005355715583619e-4	0.011058827920668975	-0.23226418580336272	PG 35:3; PG 17:1 18:2	PG 35:3	PG 35:3	PG 35:3	PG	35:3	35	3	PG	758.50869	6.66	35	35	PG 35:3
NA_973.80704_23.52	-1.5428035119645251	12.170562182016136	-4.665858063352757	6.021492954462615e-4	0.011058827920668975	-0.2457924046084008	NA	NA	NA	NA	NA	NA	NA	NA	NA	973.80704	23.52	NA	NA	NA
TG 54:5_880.74978_23.49	-1.212401233973203	12.575418979926942	-4.627743488418328	6.419837259744722e-4	0.011664980893238284	-0.3014394602179209	TG 54:5	TG 54:5	TG 54:5	TG 54:5	TG	54:5	54	5	TG	880.74978	23.49	54	54	TG 54:5
NA_700.9075_7.43	0.8019460836757504	10.919826883346769	4.5880997986292185	6.863559644746592e-4	0.012085525642502249	-0.31656378318638634	NA	NA	NA	NA	NA	NA	NA	NA	NA	700.9075	7.43	NA	NA	NA
PC 30:2_701.50057_7.36	-1.0057271878049365	11.757793723673679	-4.570871360420834	7.066292406483298e-4	0.01223317227165969	-0.3635699334152651	PC 30:2	PC 30:2	PC 30:2	PC 30:2	PC	30:2	30	2	PC	701.50057	7.36	30	30	PC 30:2
PC 33:1; PC 16:0 17:1_745.56216_8.84	0.7788386304561244	16.56120037225567	4.593187745071087	6.804859414485576e-4	0.012085525642502249	-0.3644604285365256	PC 33:1; PC 16:0 17:1	PC 33:1	PC 33:1	PC 33:1	PC	33:1	33	1	PC	745.56216	8.84	33	33	PC 33:1
NA_934.7957_23.84	-1.8196289436252528	11.188603175577535	-4.593313004554094	6.80342092578575e-4	0.012085525642502249	-0.37914849233783876	NA	NA	NA	NA	NA	NA	NA	NA	NA	934.7957	23.84	NA	NA	NA
PC O-30:1_689.53646_8.88	-0.9458062576878622	11.5742201511873	-4.543467463343022	7.401770949540129e-4	0.012394338021386805	-0.4190143356189271	PC O-30:1	PC 30:1	PC 30:1	PC O-30:1	PC	O-30:1	30	1	PC	689.53646	8.88	30	30	PC O-30:1
PG 37:3; PG 19:1 18:2_786.54002_7.1	0.959325001353399	11.156992177298665	4.568835803416448	7.090656059100172e-4	0.01223317227165969	-0.4214761437368111	PG 37:3; PG 19:1 18:2	PG 37:3	PG 37:3	PG 37:3	PG	37:3	37	3	PG	786.54002	7.1	37	37	PG 37:3
NA_417.38141_5.89	0.6483707537502656	11.177432419051598	4.517436122125427	7.735893643383045e-4	0.012828064410580818	-0.4216739935835214	NA	NA	NA	NA	NA	NA	NA	NA	NA	417.38141	5.89	NA	NA	NA
NA_364.2956_7.33	0.7699056733438482	11.215017098761495	4.545790345672801	7.372698444514095e-4	0.012394338021386805	-0.44145549434598674	NA	NA	NA	NA	NA	NA	NA	NA	NA	364.2956	7.33	NA	NA	NA
TG 54:6_878.73495_23.23	-1.7387372405265993	12.982041193069364	-4.545777711078273	7.372856251911684e-4	0.012394338021386805	-0.46193854452878735	TG 54:6	TG 54:6	TG 54:6	TG 54:6	TG	54:6	54	6	TG	878.73495	23.23	54	54	TG 54:6
LPE 16:1_451.26947_2.65	0.8469887164772568	11.751802294479836	4.483630540409301	8.193498013603645e-4	0.013191695199541708	-0.49676102146991585	LPE 16:1	LPE 16:1	LPE 16:1	LPE 16:1	LPE	16:1	16	1	LPE	451.26947	2.65	16	16	LPE 16:1
NA_573.54855_10	-1.091753750898845	11.666112877356806	-4.484543935897367	8.180769149164601e-4	0.013191695199541708	-0.5271769223851184	NA	NA	NA	NA	NA	NA	NA	NA	NA	573.54855	10	NA	NA	NA
LPE 22:4_529.31583_3.37	1.48293886921026	13.913137273141233	4.478589770802242	8.264118187066527e-4	0.013191695199541708	-0.5453250087205053	LPE 22:4	LPE 22:4	LPE 22:4	LPE 22:4	LPE	22:4	22	4	LPE	529.31583	3.37	22	22	LPE 22:4
NA_910.55387_7.74	-1.0933152544797096	12.70962470669916	-4.486724007651864	8.150471621429857e-4	0.013191695199541708	-0.5453955092695004	NA	NA	NA	NA	NA	NA	NA	NA	NA	910.55387	7.74	NA	NA	NA
PC 46:5; PC 22:0 24:5_919.70247_15.39	1.4173907417926754	12.945435076993626	4.444233067532001	8.76270265808796e-4	0.013730913889921318	-0.5864009742568799	PC 46:5; PC 22:0 24:5	PC 46:5	PC 46:5	PC 46:5	PC	46:5	46	5	PC	919.70247	15.39	46	46	PC 46:5
NA_1034.72041_10.18	-1.5654345775835314	10.167031437471895	-4.445107235999653	8.749634715330992e-4	0.013730913889921318	-0.6104105055091349	NA	NA	NA	NA	NA	NA	NA	NA	NA	1034.72041	10.18	NA	NA	NA
O-Arachidonoyl Glycidol_360.26618_6.82	1.0257928038901307	13.715581657575994	4.435705357388809	8.891257604559588e-4	0.013805698171443432	-0.6319107240872475	O-Arachidonoyl Glycidol	O-Arachidonoyl Glycidol	O-Arachidonoyl Glycidol	NA	NA	NA	NA	NA	O-Arachidonoyl Glycidol	360.26618	6.82	NA	NA	O-Arachidonoyl Glycidol
NA_725.57966_6.81	1.0454886249235165	13.583009773165989	4.427459506349389	9.01743688784907e-4	0.013875479463465056	-0.6505880543437321	NA	NA	NA	NA	NA	NA	NA	NA	NA	725.57966	6.81	NA	NA	NA
TG 54:4_882.76623_23.8	-1.1683028265448505	13.013292503529811	-4.415323933240146	9.206547413546342e-4	0.01403998480565817	-0.6856763714740728	TG 54:4	TG 54:4	TG 54:4	TG 54:4	TG	54:4	54	4	TG	882.76623	23.8	54	54	TG 54:4
NA_910.79611_24.03	-1.2494704355047381	12.70574479183885	-4.403139867546112	9.400581519808096e-4	0.014209020562683387	-0.6949188031442075	NA	NA	NA	NA	NA	NA	NA	NA	NA	910.79611	24.03	NA	NA	NA
