feature	logFC	AveExpr	t	P.Value	adj.P.Val	B	name	name_lipid1	name_lipid3	identity	abbreviation	composition	pre_fatty_acid_length	n_doub_bonds	definition	m_z	rt	main_fat_acd_length_num	main_fat_acd_length_fct	definition2
NA_281.27153_7.2	0.2795804842271551	11.162250475906783	0.885465058739022	0.3939521527877562	0.5532173678515387	-6.342354136446071	NA	NA	NA	NA	NA	NA	NA	NA	NA	281.27153	7.2	NA	NA	NA
NA_873.61944_10.94	0.12015783610516352	12.654984316084365	0.849443123181137	0.41288123792409537	0.5710130804650647	-6.342734710052266	NA	NA	NA	NA	NA	NA	NA	NA	NA	873.61944	10.94	NA	NA	NA
NA_798.53858_7.85	0.21495161244395966	10.780185607546118	0.787602885082676	0.446777947695987	0.5989770287792353	-6.342838356567732	NA	NA	NA	NA	NA	NA	NA	NA	NA	798.53858	7.85	NA	NA	NA
NA_321.06899_2.02	0.25407718615462405	9.601982100220502	0.855628595488108	0.409587964727427	0.5678378601902966	-6.34320726856992	NA	NA	NA	NA	NA	NA	NA	NA	NA	321.06899	2.02	NA	NA	NA
NA_426.19084_2.48	-0.2140288211494153	10.315664452061062	-0.8337927408845759	0.42129302190217544	0.5745854111344862	-6.343607538511866	NA	NA	NA	NA	NA	NA	NA	NA	NA	426.19084	2.48	NA	NA	NA
NA_866.78252_6.13	0.38415562737824505	12.05511198295783	0.8806415413829108	0.396451847574815	0.5559439701623843	-6.344393143663873	NA	NA	NA	NA	NA	NA	NA	NA	NA	866.78252	6.13	NA	NA	NA
NA_700.58442_7.42	0.222615242589732	13.81551002675497	0.8720130179234694	0.4009504362263623	0.5590394653670423	-6.345031130175955	NA	NA	NA	NA	NA	NA	NA	NA	NA	700.58442	7.42	NA	NA	NA
CoQ10_862.68338_20.36	-0.24461372616834626	12.9892628744305	-0.8384132152064965	0.4187978062356126	0.5740048955197893	-6.351167525233443	CoQ10	CoQ10	CoQ10	NA	NA	NA	NA	NA	CoQ10	862.68338	20.36	NA	NA	CoQ10
PG 44:12; PG 22:6 22:6_866.50788_6.13	0.43633149172121777	17.781818896093622	0.8723629128615599	0.40076734004933645	0.5590394653670423	-6.353453573616722	PG 44:12; PG 22:6 22:6	PG 44:12	PG 44:12	PG 44:12	PG	44:12	44	12	PG	866.50788	6.13	44	44	PG 44:12
NA_643.62614_13.82	0.15811126133305034	13.522624395878008	0.8508699282582309	0.4121200023730265	0.5704394037534638	-6.354141241063075	NA	NA	NA	NA	NA	NA	NA	NA	NA	643.62614	13.82	NA	NA	NA
NA_1079.66974_7.53	0.2920929139440241	10.678047263013934	0.7619598084781772	0.46134776486807205	0.6108387460423775	-6.355479718907088	NA	NA	NA	NA	NA	NA	NA	NA	NA	1079.66974	7.53	NA	NA	NA
NA_466.36295_5.83	0.2427837416979374	11.673263684236549	0.7851694757766947	0.44814770049459696	0.6003421744664875	-6.3581287113839275	NA	NA	NA	NA	NA	NA	NA	NA	NA	466.36295	5.83	NA	NA	NA
NA_1276.34698_23.36	0.18290772055658636	11.650244207687447	0.8446247429183504	0.4154589384422569	0.5727230563836762	-6.358256370823966	NA	NA	NA	NA	NA	NA	NA	NA	NA	1276.34698	23.36	NA	NA	NA
NA_598.68793_6.92	0.3903336355800716	11.910488061359395	0.8338802705810272	0.4212456610839479	0.5745854111344862	-6.359778418524556	NA	NA	NA	NA	NA	NA	NA	NA	NA	598.68793	6.92	NA	NA	NA
NA_823.54216_7.11	0.2759896470069762	13.851384883211802	0.8631157107715199	0.4056254324148405	0.5641760900362766	-6.359966602880748	NA	NA	NA	NA	NA	NA	NA	NA	NA	823.54216	7.11	NA	NA	NA
NA_1228.75268_7.15	-0.24136900054399724	11.852350228905028	-0.8400293671660948	0.4179273603791196	0.5740048955197893	-6.36212094225528	NA	NA	NA	NA	NA	NA	NA	NA	NA	1228.75268	7.15	NA	NA	NA
PE O-40:7; PE O-18:1 22:6_775.54967_9.07	0.16731192827677696	17.697214310325638	0.8560989026781836	0.40933828982448783	0.5678378601902966	-6.363066192090583	PE O-40:7; PE O-18:1 22:6	PE 40:7; PE 18:1 22:6	PE 40:7; PE 18:1 22:6	PE O-40:7	PE	O-40:7	40	7	PE	775.54967	9.07	40	40	PE O-40:7
NA_926.51092_6.92	0.1548873109966769	13.84740439678666	0.832045000266816	0.422239435876235	0.5746493677104458	-6.363291811816645	NA	NA	NA	NA	NA	NA	NA	NA	NA	926.51092	6.92	NA	NA	NA
PC 40:5_835.60636_8.94	0.13587635215698515	14.805624636261717	0.839918154274811	0.4179872199683893	0.5740048955197893	-6.365565791264976	PC 40:5	PC 40:5	PC 40:5	PC 40:5	PC	40:5	40	5	PC	835.60636	8.94	40	40	PC 40:5
NA_765.56149_8.03	-0.17100967436491332	13.927458708883748	-0.8358730294632937	0.42016837197744716	0.5745854111344862	-6.366593962318602	NA	NA	NA	NA	NA	NA	NA	NA	NA	765.56149	8.03	NA	NA	NA
NA_841.57966_8.7	0.13206220311719796	12.751905521142673	0.8508465834851143	0.4121324497844112	0.5704394037534638	-6.3666157012888105	NA	NA	NA	NA	NA	NA	NA	NA	NA	841.57966	8.7	NA	NA	NA
NA_781.93638_8.19	0.10272805333367849	13.045801087621705	0.8034426493144451	0.43792801994435615	0.5903560047868669	-6.366686318483615	NA	NA	NA	NA	NA	NA	NA	NA	NA	781.93638	8.19	NA	NA	NA
NA_1092.73067_4.56	0.2971824862837334	9.384928028649092	0.774288223545872	0.45430572319480356	0.605740964259738	-6.368036468263503	NA	NA	NA	NA	NA	NA	NA	NA	NA	1092.73067	4.56	NA	NA	NA
SM 17:0;2O/26:2_826.69223_13	0.2945561652156327	14.304614616129776	0.8382834066554032	0.41886777248206	0.5740048955197893	-6.370317096623213	SM 17:0;2O/26:2	SM 17:0 26:2	SM 17:0 26:2	SM 17:0	SM	17:0	17	0	SM	826.69223	13	17	17	SM 17:0
NA_715.51383_7.1	0.35113293973449616	9.714267155964833	0.828169305039028	0.424343188591085	0.576593608682238	-6.370408467548427	NA	NA	NA	NA	NA	NA	NA	NA	NA	715.51383	7.1	NA	NA	NA
NA_846.57236_8.74	-0.11180939888945544	12.03041738975672	-0.7621974728349843	0.46121135884178455	0.6108387460423775	-6.371437696677423	NA	NA	NA	NA	NA	NA	NA	NA	NA	846.57236	8.74	NA	NA	NA
NA_321.18425_2.21	0.2060926493063484	11.4675763264061	0.6824726315922636	0.5083855279249102	0.6553377220345258	-6.373952236565867	NA	NA	NA	NA	NA	NA	NA	NA	NA	321.18425	2.21	NA	NA	NA
NA_300.26589_4.39	-0.23463090763501993	11.56535118763086	-0.8008331746043622	0.43937806721223416	0.5913772567364034	-6.374018863644482	NA	NA	NA	NA	NA	NA	NA	NA	NA	300.26589	4.39	NA	NA	NA
NA_876.57847_4.71	-0.7782077321208386	9.797112971290057	-0.8478600360110651	0.41372695869273646	0.5717197778698979	-6.376740406240139	NA	NA	NA	NA	NA	NA	NA	NA	NA	876.57847	4.71	NA	NA	NA
NA_817.61723_10.53	-0.21790926571535685	12.57711841965383	-0.837894673375342	0.41907734467984614	0.5740048955197893	-6.378093976817302	NA	NA	NA	NA	NA	NA	NA	NA	NA	817.61723	10.53	NA	NA	NA
PS O-40:7; PS O-18:1 22:6_819.54007_7.99	-0.15017858636629147	12.158349606786851	-0.8358122943419776	0.42020117835885484	0.5745854111344862	-6.37967981481115	PS O-40:7; PS O-18:1 22:6	PS O-40:7	PS O-40:7	PS O-40:7	PS	O-40:7	40	7	PS	819.54007	7.99	40	40	PS O-40:7
NA_506.34213_5.25	-0.3207418448672698	11.937646423491763	-0.8347117087025018	0.42079596082955506	0.5745854111344862	-6.3802046563817925	NA	NA	NA	NA	NA	NA	NA	NA	NA	506.34213	5.25	NA	NA	NA
NA_834.65969_11.94	-0.17962857980151792	14.996183455681296	-0.842516386052733	0.4165902352676957	0.5738194530945356	-6.381064970983786	NA	NA	NA	NA	NA	NA	NA	NA	NA	834.65969	11.94	NA	NA	NA
NA_1174.76448_7.55	-0.3486253099375524	13.644037866752173	-0.8079835133173854	0.4354121794768614	0.5880223114024044	-6.381153805531373	NA	NA	NA	NA	NA	NA	NA	NA	NA	1174.76448	7.55	NA	NA	NA
NA_909.54262_7.43	-0.1303471947996481	15.032549356270525	-0.7956879316512373	0.44224635060397977	0.5943011540767879	-6.384269109751807	NA	NA	NA	NA	NA	NA	NA	NA	NA	909.54262	7.43	NA	NA	NA
NA_770.50858_6.82	-0.363784283605626	12.69124802928361	-0.8323011715940929	0.4221006289620164	0.5746493677104458	-6.386647259167484	NA	NA	NA	NA	NA	NA	NA	NA	NA	770.50858	6.82	NA	NA	NA
PC O-38:5_793.59763_8.93	-0.20676866301391703	16.062859808185195	-0.7725539411148177	0.4552921835022481	0.6065827218579093	-6.387490023303931	PC O-38:5	PC 38:5	PC 38:5	PC O-38:5	PC	O-38:5	38	5	PC	793.59763	8.93	38	38	PC O-38:5
NA_752.56419_5.34	-0.2997940544574485	10.087949667852865	-0.746146225900936	0.4704811784621006	0.6205265272689326	-6.388146276695382	NA	NA	NA	NA	NA	NA	NA	NA	NA	752.56419	5.34	NA	NA	NA
NA_765.74606_8.05	0.13644758940980606	11.84761010188578	0.7200924978080819	0.4857737102066174	0.63432836164595	-6.389495512747848	NA	NA	NA	NA	NA	NA	NA	NA	NA	765.74606	8.05	NA	NA	NA
NA_843.5721_8.53	-0.16989663269922015	11.973805679505029	-0.8333740351860199	0.42151962538144694	0.5745854111344862	-6.3899108456368605	NA	NA	NA	NA	NA	NA	NA	NA	NA	843.5721	8.53	NA	NA	NA
NA_739.54418_4.83	-0.27487857636718893	11.659635883579838	-0.8050187694874081	0.43705370645254593	0.5896427572045406	-6.393236874858764	NA	NA	NA	NA	NA	NA	NA	NA	NA	739.54418	4.83	NA	NA	NA
NA_728.61684_8.1	0.19358328767003424	13.099821151343592	0.7820544657736717	0.4499050658231445	0.6017524294643154	-6.394497069653255	NA	NA	NA	NA	NA	NA	NA	NA	NA	728.61684	8.1	NA	NA	NA
NA_426.30376_6.38	0.2846149954686379	12.726114204202718	0.8271725472207522	0.42488535695977425	0.5768713749501545	-6.3951154293090795	NA	NA	NA	NA	NA	NA	NA	NA	NA	426.30376	6.38	NA	NA	NA
NA_550.29969_5.04	0.20555262212015774	12.234879396960862	0.8012362287486452	0.4391538918955028	0.5913772567364034	-6.3952646397695885	NA	NA	NA	NA	NA	NA	NA	NA	NA	550.29969	5.04	NA	NA	NA
NA_882.52306_6.58	0.1920935187845726	13.245722709607229	0.7983975572579416	0.44073432204216845	0.5927356079118297	-6.395333831672913	NA	NA	NA	NA	NA	NA	NA	NA	NA	882.52306	6.58	NA	NA	NA
NA_363.25392_10.64	0.1830553002993886	11.322410671678785	0.8170327839066656	0.43042674859841856	0.5839308074710873	-6.396223869706188	NA	NA	NA	NA	NA	NA	NA	NA	NA	363.25392	10.64	NA	NA	NA
NA_553.37316_5.13	-0.2533455508963915	10.60178250206007	-0.7235644621659063	0.4837183151035175	0.6330964614534926	-6.398854002273808	NA	NA	NA	NA	NA	NA	NA	NA	NA	553.37316	5.13	NA	NA	NA
NA_1276.76415_7.67	0.15086984182324653	11.312759359234047	0.7699209629428484	0.45679243396425684	0.6076335492297124	-6.4011636467263235	NA	NA	NA	NA	NA	NA	NA	NA	NA	1276.76415	7.67	NA	NA	NA
PI 36:4_858.52479_6.92	0.21698399227288448	15.46137798646193	0.8078096595581107	0.4355083278243803	0.5880223114024044	-6.402125182527175	PI 36:4	PI 36:4	PI 36:4	PI 36:4	PI	36:4	36	4	PI	858.52479	6.92	36	36	PI 36:4
PC 39:5; PC 19:2 20:3_821.59262_7.92	0.2551693027610828	10.894129110093248	0.8140490710967458	0.432066374133123	0.5856899738249001	-6.402645859387439	PC 39:5; PC 19:2 20:3	PC 39:5	PC 39:5	PC 39:5	PC	39:5	39	5	PC	821.59262	7.92	39	39	PC 39:5
NA_1190.75918_7.11	-0.3057733639423052	12.601023246422834	-0.8104330374002616	0.43405896769317975	0.5874585711727028	-6.403941648566057	NA	NA	NA	NA	NA	NA	NA	NA	NA	1190.75918	7.11	NA	NA	NA
NA_493.23677_4.34	0.22849027270800626	9.946535915031115	0.7747718274488102	0.4540308929292578	0.605740964259738	-6.404060885721249	NA	NA	NA	NA	NA	NA	NA	NA	NA	493.23677	4.34	NA	NA	NA
NA_469.39432_5.75	0.20854157669049753	11.555902016554601	0.809572859227828	0.43453384914052373	0.5876356408012783	-6.4096978260842	NA	NA	NA	NA	NA	NA	NA	NA	NA	469.39432	5.75	NA	NA	NA
PC 34:5_751.51482_7.1	-0.26808026362657805	11.989547479084358	-0.7831061436306604	0.4493112559802054	0.6014291733653533	-6.413992851555151	PC 34:5	PC 34:5	PC 34:5	PC 34:5	PC	34:5	34	5	PC	751.51482	7.1	34	34	PC 34:5
NA_731.58078_8.36	0.10681682022599291	14.018266330611473	0.6589166236540644	0.522857896646767	0.6694462424832669	-6.41830845938809	NA	NA	NA	NA	NA	NA	NA	NA	NA	731.58078	8.36	NA	NA	NA
NA_813.54923_9.93	0.09137274773064107	13.641653735325693	0.6892496069547077	0.5042663558113368	0.6519961663329018	-6.418568946401788	NA	NA	NA	NA	NA	NA	NA	NA	NA	813.54923	9.93	NA	NA	NA
NA_357.28776_2.24	-0.3690306553280675	12.00555499076119	-0.7943249172085954	0.44300821260670775	0.5948569395693843	-6.422105512786649	NA	NA	NA	NA	NA	NA	NA	NA	NA	357.28776	2.24	NA	NA	NA
NA_841.57922_9.35	0.34496012015334243	12.320350685895757	0.7912159877035725	0.4447491413626916	0.5967254779634543	-6.424609439968986	NA	NA	NA	NA	NA	NA	NA	NA	NA	841.57922	9.35	NA	NA	NA
NA_897.68872_10.72	0.10473538314829593	11.094550505768982	0.6166008742919722	0.549448722537654	0.6866535583667783	-6.425963506543131	NA	NA	NA	NA	NA	NA	NA	NA	NA	897.68872	10.72	NA	NA	NA
NA_822.57161_9.33	0.09583743088438183	14.007278826079823	0.7675204563902638	0.45816296602440887	0.6085088226824963	-6.426243661852428	NA	NA	NA	NA	NA	NA	NA	NA	NA	822.57161	9.33	NA	NA	NA
PC 40:5; PC 18:0 22:5_835.60755_9.82	-0.1162280594546882	13.794836058979106	-0.7481304418022005	0.4693289768910722	0.6199643407037521	-6.426300596602072	PC 40:5; PC 18:0 22:5	PC 40:5	PC 40:5	PC 40:5	PC	40:5	40	5	PC	835.60755	9.82	40	40	PC 40:5
NA_757.93032_8.6	0.11605996058729867	12.665095753732386	0.727714359217382	0.4812686184132944	0.6323129232691591	-6.430546083475583	NA	NA	NA	NA	NA	NA	NA	NA	NA	757.93032	8.6	NA	NA	NA
NA_529.35038_5.3	-0.2334991320174687	11.168462379818978	-0.7677063032451018	0.45805676628988545	0.6085088226824963	-6.432793121501892	NA	NA	NA	NA	NA	NA	NA	NA	NA	529.35038	5.3	NA	NA	NA
PI 36:1; PI 18:0 18:1_864.57062_8.05	-0.2252246068614031	16.1644244881354	-0.7704864455506919	0.4564699609535775	0.6076335492297124	-6.432870638863932	PI 36:1; PI 18:0 18:1	PI 36:1	PI 36:1	PI 36:1	PI	36:1	36	1	PI	864.57062	8.05	36	36	PI 36:1
LPE 22:5_527.30004_3.15	0.14445137169060662	12.086576285497433	0.6751689002676592	0.5128472013557139	0.6595956475267767	-6.4333914474959135	LPE 22:5	LPE 22:5	LPE 22:5	LPE 22:5	LPE	22:5	22	5	LPE	527.30004	3.15	22	22	LPE 22:5
NA_380.16471_4.47	-0.3003398482014776	11.286972071024325	-0.7800185815792171	0.4510560215775895	0.6028197847061995	-6.433554824607316	NA	NA	NA	NA	NA	NA	NA	NA	NA	380.16471	4.47	NA	NA	NA
NA_709.58569_8.66	0.4523168794068396	13.999297185376939	0.7776268520409337	0.4524105608912631	0.6041573401112411	-6.435450687247844	NA	NA	NA	NA	NA	NA	NA	NA	NA	709.58569	8.66	NA	NA	NA
NA_533.30847_5.06	0.2462838421688656	12.7462499836679	0.7637712369512604	0.46030875152612705	0.6106743896800512	-6.437266624157574	NA	NA	NA	NA	NA	NA	NA	NA	NA	533.30847	5.06	NA	NA	NA
NA_887.59534_7.45	0.08933165856345943	14.68796063079471	0.7092903027685558	0.49220276130034446	0.6397886729840094	-6.4375673007981	NA	NA	NA	NA	NA	NA	NA	NA	NA	887.59534	7.45	NA	NA	NA
SM 21:0;2O/14:1_716.58314_8.43	0.19828451568116034	13.354602824201303	0.7634226939456411	0.4605085561521698	0.6106743896800512	-6.43839953114112	SM 21:0;2O/14:1	SM 21:0 14:1	SM 21:0 14:1	SM 21:0	SM	21:0	21	0	SM	716.58314	8.43	21	21	SM 21:0
NA_728.79602_8.1	0.1484628503495777	12.834302695819002	0.7210179482383223	0.48522532221268155	0.6340970545824485	-6.440349979060855	NA	NA	NA	NA	NA	NA	NA	NA	NA	728.79602	8.1	NA	NA	NA
NA_596.48006_7.39	0.3090273133494362	11.62043923263787	0.7504760489415088	0.46796920590688496	0.6186465972824764	-6.440866615632057	NA	NA	NA	NA	NA	NA	NA	NA	NA	596.48006	7.39	NA	NA	NA
NA_703.55054_8.12	-0.2899558133297208	10.654198156972539	-0.7235760597014982	0.4837114583654418	0.6330964614534926	-6.450701341991044	NA	NA	NA	NA	NA	NA	NA	NA	NA	703.55054	8.12	NA	NA	NA
LNAPE 18:1/N-17:1_729.52979_7.98	-0.25234208512716566	12.049591665464423	-0.7241041662064671	0.483399292650198	0.6330964614534926	-6.453494337848539	LNAPE 18:1/N-17:1	LNAPE 18:1 17:1	LNAPE 18:1 17:1	LNAPE 18:1/N-17:1	LNAPE	18:1/N-17:1	18	1/N-17	LNAPE	729.52979	7.98	18	18	LNAPE 18:1/N-17:1
PC 40:10; PC 20:5 20:5_825.52853_7.38	-0.14181579234305378	12.073338537413665	-0.6781613242013145	0.5110164072010954	0.6582322952484698	-6.455033054243613	PC 40:10; PC 20:5 20:5	PC 40:10	PC 40:10	PC 40:10	PC	40:10	40	10	PC	825.52853	7.38	40	40	PC 40:10
NA_1423.38339_23.69	-0.23577442542247198	11.096623442570536	-0.751470584896165	0.4673934116787304	0.6183640179297224	-6.455841265983728	NA	NA	NA	NA	NA	NA	NA	NA	NA	1423.38339	23.69	NA	NA	NA
zzz+332.33_331.32393_2.62	-0.4424342234582045	12.904101147749824	-0.7313677372831285	0.47911836932497587	0.629972420944618	-6.457366827774915	zzz+332.33	zzz+332.33	zzz+332.33	NA	NA	NA	NA	NA	zzz+332.33	331.32393	2.62	NA	NA	zzz+332.33
NA_939.66026_10.49	-0.18190514597438828	12.530555968929297	-0.6595870490721298	0.522442702370616	0.6694164558507217	-6.45772209667595	NA	NA	NA	NA	NA	NA	NA	NA	NA	939.66026	10.49	NA	NA	NA
NA_902.48999_6.91	-0.13771130774020945	12.295765450567698	-0.7225445283324254	0.4843215580444237	0.6334006287441621	-6.457983326022716	NA	NA	NA	NA	NA	NA	NA	NA	NA	902.48999	6.91	NA	NA	NA
NA_781.75679_8.23	0.0758881302470631	13.883056522272483	0.6621854922296336	0.520835304178315	0.6678578825349566	-6.4595822996237935	NA	NA	NA	NA	NA	NA	NA	NA	NA	781.75679	8.23	NA	NA	NA
NA_1200.71033_6.72	-0.3877936784079492	10.970832586378213	-0.7462118504708302	0.470443043048413	0.6205265272689326	-6.459864618267541	NA	NA	NA	NA	NA	NA	NA	NA	NA	1200.71033	6.72	NA	NA	NA
NA_801.58789_7.61	0.29601840119447576	11.902723288668122	0.7255628597370054	0.48253769810806535	0.6330964614534926	-6.460647338994484	NA	NA	NA	NA	NA	NA	NA	NA	NA	801.58789	7.61	NA	NA	NA
NA_805.80549_9.31	0.08225640043384778	12.145528640578295	0.7238752915021981	0.48353456610860135	0.6330964614534926	-6.461319320912393	NA	NA	NA	NA	NA	NA	NA	NA	NA	805.80549	9.31	NA	NA	NA
PI 38:4; PI 18:0 20:4_886.55607_7.46	0.09237847490779644	19.51660699714279	0.7326710175248788	0.47835274595120614	0.6294503005274732	-6.463484975650702	PI 38:4; PI 18:0 20:4	PI 38:4	PI 38:4	PI 38:4	PI	38:4	38	4	PI	886.55607	7.46	38	38	PI 38:4
NA_848.49064_7.78	0.1954393049967962	11.40136307245903	0.741099310894618	0.47341981028126146	0.6239205524385761	-6.463751550044055	NA	NA	NA	NA	NA	NA	NA	NA	NA	848.49064	7.78	NA	NA	NA
NA_802.56871_7.86	0.2076774937639319	14.082042757936804	0.7109218632194861	0.4912284103608602	0.6394955220246563	-6.4638908666157375	NA	NA	NA	NA	NA	NA	NA	NA	NA	802.56871	7.86	NA	NA	NA
SM 34:1_702.56742_7.96	-0.11634964555708412	18.88466667151581	-0.63570049008557294	0.5373535001095964	0.6813658338434971	-6.464608754580147	SM 34:1	SM 34:1	SM 34:1	SM 34:1	SM	34:1	34	1	SM	702.56742	7.96	34	34	SM 34:1
NA_554.37519_4.67	-0.36796427691427996	10.594262661199615	-0.7140124956871272	0.4893859407895975	0.6385570564313465	-6.465545607716972	NA	NA	NA	NA	NA	NA	NA	NA	NA	554.37519	4.67	NA	NA	NA
PI 40:6_910.55496_7.3	0.1772195956382255	16.987385427000717	0.7062103060794029	0.494045304387711	0.6416953459271562	-6.466754076120603	PI 40:6	PI 40:6	PI 40:6	PI 40:6	PI	40:6	40	6	PI	910.55496	7.3	40	40	PI 40:6
NA_730.73035_8.89	-0.14734908494511395	12.128590647299928	-0.6302633611263855	0.5407811789215503	0.6836819049578149	-6.467401247066048	NA	NA	NA	NA	NA	NA	NA	NA	NA	730.73035	8.89	NA	NA	NA
NA_813.55076_6.16	-0.10064383429445427	11.365388195244199	-0.6225598987895384	0.5456587503957482	0.685421052940088	-6.468319683449088	NA	NA	NA	NA	NA	NA	NA	NA	NA	813.55076	6.16	NA	NA	NA
NA_751.76575_9.4	-0.13549210463919928	12.90429268577918	-0.734124495249047	0.477499782659522	0.6288123583519379	-6.468938831725564	NA	NA	NA	NA	NA	NA	NA	NA	NA	751.76575	9.4	NA	NA	NA
NA_824.58556_10.97	-0.13100505736326473	12.685722567253338	-0.7101751445998498	0.49167419710198024	0.6395883691166658	-6.474058606257933	NA	NA	NA	NA	NA	NA	NA	NA	NA	824.58556	10.97	NA	NA	NA
NA_428.31862_6.88	-0.236551380924157	13.085254783615031	-0.711825156783001	0.4906894784431205	0.6392811816787566	-6.476910910823784	NA	NA	NA	NA	NA	NA	NA	NA	NA	428.31862	6.88	NA	NA	NA
PE O-38:7; PE O-16:1 22:6_747.51905_8.16	-0.07576198420849006	18.115372109966778	-0.6335513806655242	0.5387068624781929	0.6820691779931456	-6.477658755510289	PE O-38:7; PE O-16:1 22:6	PE 38:7; PE 16:1 22:6	PE 38:7; PE 16:1 22:6	PE O-38:7	PE	O-38:7	38	7	PE	747.51905	8.16	38	38	PE O-38:7
NA_1209.80556_7.15	-0.14901258905015313	14.824292969204514	-0.629376272537356	0.5413415922487905	0.6838842008586791	-6.4777842104603	NA	NA	NA	NA	NA	NA	NA	NA	NA	1209.80556	7.15	NA	NA	NA
LPE 20:4_501.28535_9.42	-0.10267406006544778	14.047033941075775	-0.6774684390868506	0.5114399763263164	0.6582814465451006	-6.479432125421577	LPE 20:4	LPE 20:4	LPE 20:4	LPE 20:4	LPE	20:4	20	4	LPE	501.28535	9.42	20	20	LPE 20:4
NA_857.61127_9.98	-0.12415683055496503	14.108204261858372	-0.7046792641844135	0.49496277340117334	0.6419107190350828	-6.480298118158674	NA	NA	NA	NA	NA	NA	NA	NA	NA	857.61127	9.98	NA	NA	NA
LPC 22:5-SN1_569.34662_3.15	-0.23417716086069318	10.67431146641798	-0.6644066133950283	0.5194636103904381	0.6665994339195104	-6.48083025556433	LPC 22:5-SN1	LPC 22:5	LPC 22:5	LPC 22:5-SN1	LPC	22:5-SN1	22	5-SN1	LPC	569.34662	3.15	22	22	LPC 22:5-SN1
PE 37:6; PE 15:0 22:6_749.49958_7.45	0.3242565802462297	11.268937603025902	0.713162699724226	0.4898921226802485	0.6387295767464614	-6.480954371468842	PE 37:6; PE 15:0 22:6	PE 37:6	PE 37:6	PE 37:6	PE	37:6	37	6	PE	749.49958	7.45	37	37	PE 37:6
NA_255.02092_3.06	0.09558523611839384	13.358497700953745	0.6839411816830369	0.5074912199938422	0.6548945493588673	-6.483991408449829	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.02092	3.06	NA	NA	NA
NA_363.25404_8.43	-0.10736020771767192	11.746028219984032	-0.6439153675116096	0.5321982372810383	0.6773432110849579	-6.486917479195356	NA	NA	NA	NA	NA	NA	NA	NA	NA	363.25404	8.43	NA	NA	NA
NA_604.54289_9.96	-0.0910103584646898	13.76880014860404	-0.6190921957833647	0.5478624387431449	0.686192750065439	-6.486963701450606	NA	NA	NA	NA	NA	NA	NA	NA	NA	604.54289	9.96	NA	NA	NA
NA_784.50364_6.78	0.34875157005172747	11.712968617157008	0.691242671004085	0.503058742290115	0.6509275241147853	-6.487646394640962	NA	NA	NA	NA	NA	NA	NA	NA	NA	784.50364	6.78	NA	NA	NA
NA_1262.81984_8.27	0.23655618364536124	11.215043623837442	0.68366669466955	0.5076583040697542	0.6548945493588673	-6.4887333666462235	NA	NA	NA	NA	NA	NA	NA	NA	NA	1262.81984	8.27	NA	NA	NA
NA_855.59694_9.03	-0.12410015725566899	14.78826399785647	-0.705488071791618	0.49447797097042245	0.6417692814722504	-6.490149901060648	NA	NA	NA	NA	NA	NA	NA	NA	NA	855.59694	9.03	NA	NA	NA
PC 44:4; PC 22:2 22:2_893.68579_15.36	0.19084347324460207	10.855950280326631	0.6739367346943114	0.5136021776947025	0.6596792362465074	-6.491493119952131	PC 44:4; PC 22:2 22:2	PC 44:4	PC 44:4	PC 44:4	PC	44:4	44	4	PC	893.68579	15.36	44	44	PC 44:4
LPE 20:5_499.26993_2.35	0.18886807861677926	10.052839998879016	0.5790581151652462	0.5736604392308065	0.7054082290901493	-6.491725158255323	LPE 20:5	LPE 20:5	LPE 20:5	LPE 20:5	LPE	20:5	20	5	LPE	499.26993	2.35	20	20	LPE 20:5
NA_547.53213_7.17	0.14435007161782998	14.055260479147622	0.6223869805015312	0.5457685199054565	0.685421052940088	-6.492218226081111	NA	NA	NA	NA	NA	NA	NA	NA	NA	547.53213	7.17	NA	NA	NA
NA_1255.77199_7.14	-0.1602780999595911	11.322757388240557	-0.6954611844638695	0.5005084350183008	0.6486103239842622	-6.492301151164841	NA	NA	NA	NA	NA	NA	NA	NA	NA	1255.77199	7.14	NA	NA	NA
PC 35:4; PC 17:2 18:2_767.5471_9.95	-0.10100941266473164	12.60433662901477	-0.6391961774337531	0.5351562997884427	0.6795888178726098	-6.494306722262505	PC 35:4; PC 17:2 18:2	PC 35:4	PC 35:4	PC 35:4	PC	35:4	35	4	PC	767.5471	9.95	35	35	PC 35:4
NA_709.38249_7.52	0.18002240336460787	10.863538860925551	0.5893908667060367	0.5669397741172453	0.7011825736366798	-6.498050769440361	NA	NA	NA	NA	NA	NA	NA	NA	NA	709.38249	7.52	NA	NA	NA
CAR 14:2_367.27211_2.01	-0.3817251668813399	13.796837153955707	-0.6923959270369541	0.5023607673148601	0.6505172028610926	-6.4995558025831315	CAR 14:2	CAR 14:2	CAR 14:2	CAR 14:2	CAR	14:2	14	2	CAR	367.27211	2.01	14	14	CAR 14:2
PE 18:0 20:4_767.54514_8.84	0.09512358089939836	17.718324512555135	0.5345335116436916	0.6031016426814506	0.7316034131391461	-6.502016284163933	PE 18:0 20:4	PE 18:0 20:4	PE 18:0 20:4	PE 18:0 20:4	PE	18:0 20:4	18	0 20	PE	767.54514	8.84	18	18	PE 18:0 20:4
